昆虫ID,分類群,大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族名_1,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,亜種範囲,標準図鑑ステータス,標準図鑑以後の変更,学名,主要食草1,主要食草科1,観察タイプ1,利用部位1,利用ステージ1,出典1,食草備考1,主要食草2,主要食草科2,観察タイプ2,利用部位2,利用ステージ2,出典2,食草備考2,主要食草3,主要食草科3,観察タイプ3,利用部位3,利用ステージ3,出典3,食草備考3,主要食草4,主要食草科4,観察タイプ4,利用部位4,利用ステージ4,出典4,食草備考4,主要食草5,主要食草科5,観察タイプ5,利用部位5,利用ステージ5,出典5,食草備考5,主要食草6,主要食草科6,観察タイプ6,利用部位6,利用ステージ6,出典6,食草備考6,主要食草7,主要食草科7,観察タイプ7,利用部位7,利用ステージ7,出典7,食草備考7,主要食草8,主要食草科8,観察タイプ8,利用部位8,利用ステージ8,出典8,食草備考8,主要食草9,主要食草科9,観察タイプ9,利用部位9,利用ステージ9,出典9,食草備考9,主要食草10,主要食草科10,観察タイプ10,利用部位10,利用ステージ10,出典10,食草備考10,発生時期1,発生時期出典1,発生地域1,発生時期備考1,発生時期2,発生時期出典2,発生地域2,発生時期備考2,幼虫期1,幼虫期出典1,幼虫期備考1,追加食草有無,データソース,総合備考,亜族和名
M4556,蛾類,3061,Sphingidae,スズメガ科,Macroglossinae,ホウジャク亜科,,,,,Theretra,,nessus,,(Drury),1773,,キイロスズメ,キイロスズメ,,,,,,Theretra nessus (Drury. 1773),オニドコロ,ヤマノイモ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,ヤマノイモ,ヤマノイモ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,ナガイモ,ヤマノイモ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,ヒユ科,ヤマノイモ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,サガリバナ科,ヤマノイモ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,サトイモ科,ヤマノイモ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,ウリ科,ヤマノイモ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,オシロイバナ科,ヤマノイモ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,オニドコロ,ヤマノイモ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,国外では; オシロイバナ科などの記録がある,
M4557,蛾類,3066,Sphingidae,スズメガ科,Macroglossinae,ホウジャク亜科,,,,,Theretra,,oldenlandiae,,(Fabricius),1775,,セスジスズメ,セスジスズメ,,,,,,"Theretra oldenlandiae (Fabricius, 1775)",ノブドウ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,ホウセンカ,ツリフネソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,カラスビシャク,サトイモ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,ヤブカラシ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,サトイモ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,テンナンショウ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,ミソハギ科,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,アカネ科,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,アカバナ科,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,ノブドウ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,,,,,,,,,,,,はい,ListMJ_hostplants_master.csv,,
M4558,蛾類,3065,Sphingidae,スズメガ科,Macroglossinae,ホウジャク亜科,,,,,Theretra,,japonica,,(Boisduval),1869,,コスズメ,,,,,,,"Theretra japonica (Boisduval, 1869)",ノブドウ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,ノリウツギ,アジサイ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,オオマツヨイグサ,アカバナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,ヤブカラシ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,ノブドウ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,オオマツヨイグサ,アカバナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4559,蛾類,3064,Sphingidae,スズメガ科,Macroglossinae,ホウジャク亜科,,,,,Theretra,,suffusa,,(Walker),1856,,タイワンベニスズメ,,,,,,,"Theretra suffusa (Walker, 1856)",ノボタン科,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,ノリウツギ,アジサイ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,オオマツヨイグサ,アカバナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4560,蛾類,3067,Sphingidae,スズメガ科,Macroglossinae,ホウジャク亜科,,,,,Theretra,,silhetensis,,(Walker),1856,,イッポンセスジスズメ,イッポンセスジスズメ,,,,,,"Theretra silhetensis (Walker, 1856)",サトイモ,サトイモ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,チョウジタデ,アカバナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,沖縄島ではハスモンヨトウとともにタイモ (ミズイモ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,サトイモ科) の害虫,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,国外では; チョウジタデ (アカバナ科) の記録がある,
M4561,蛾類,3068,Sphingidae,スズメガ科,Macroglossinae,ホウジャク亜科,,,,,Pergesa,,actea,,(Cramer),1779,,ミドリスズメ,,,,,,,"Pergesa actea (Cramer, 1779)",サトイモ,サトイモ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,クワズイモ,サトイモ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,ブドウ科,サトイモ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,シュウカイドウ科,サトイモ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,ツユクサ科,サトイモ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,サトイモ,サトイモ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,国外では,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,ツユクサ科の記録がある。,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4562,蛾類,3069,Sphingidae,スズメガ科,Macroglossinae,ホウジャク亜科,,,,,Rhagastis,,mongoliana,,(Butler),1875,,ビロードスズメ,,,,,,,"Rhagastis mongoliana (Butler, 1875)",ヤブカラシ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,カラスビシャク,サトイモ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,カワラマツバ,アカネ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,ホウセンカ,ツリフネソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,オオマツヨイグサ,アカバナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,ツタ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,ブドウ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,テンナンショウ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,ムサシアブミ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,ヤブカラシ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,,,,,,,,,,,,はい,ListMJ_hostplants_master.csv,,
M4563,蛾類,3070,Sphingidae,スズメガ科,Macroglossinae,ホウジャク亜科,,,,,Rhagastis,,trilineata,,Matsumura,1921,,ミスジビロードスズメ,,,,,,,"Rhagastis trilineata Matsumura, 1921",ガクアジサイ,アジサイ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,ガクウツギ,アジサイ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,ガクアジサイ,アジサイ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4564,蛾類,3073,Notodontidae,シャチホコガ科,Scranciidae,トガリバシャチホコ亜科,Dudusini,フサオシャチホコ族,,,Phycidopsis,,albovittata,,Hampson,1893,,トガリバシャチホコ,,,,,,,"Phycidopsis albovittata (Hampson, 1893)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,国外ではヤマヒハツ(コミカンソウ科)の記録がある,
M4565,蛾類,3177,Notodontidae,シャチホコガ科,Platychasmatinae,ハネブサシャチホコ亜科,,,,,Platychasma,,virgo,,Butler,1881,,ハネブサシャチホコ,,,,,,,"Platychasma virgo (Butler, 1881)",カジカエデ,ムクロジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4566,蛾類,3186,Notodontidae,シャチホコガ科,Pygaerinae,ツマアカシャチホコ亜科,,,,,Micromelalopha,,troglodyta,,(Graeser),1890,,ヒナシャチホコ,,,,,,,"Micromelalopha troglodyta (Graeser, 1890)",ヤマナラシ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,セイヨウハコヤナギ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4567,蛾類,,Notodontidae,シャチホコガ科,Pygaerinae,ツマアカシャチホコ亜科,,,,,Micromelalopha,,flavomaculata,,Tshistjakov,1977,,キモンヒナシャチホコ,,,,,日本のリストから除外,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4568,蛾類,3188,Notodontidae,シャチホコガ科,Pygaerinae,ツマアカシャチホコ亜科,,,,,Clostera,,anachoreta,,(Denis & Schiffermüller),1775,,ツマアカシャチホコ,ツマアカシャチホコ,,,,,,"Clostera anachoreta (Denis & Schiffermüller, 1775)",ヤマナラシ属,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,ヤナギ属,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,ジャヤナギ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4569,蛾類,3189,Notodontidae,シャチホコガ科,Pygaerinae,ツマアカシャチホコ亜科,,,,,Clostera,,albosigma,,Fitch,1856,,ニセツマアカシャチホコ,ニセツマアカシャチホコ,,,,,,"Clostera albosigma (Fitch, 1855)",ヤマナラシ属,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,ヤナギ属,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4570,蛾類,3190,Notodontidae,シャチホコガ科,Pygaerinae,ツマアカシャチホコ亜科,,,,,Clostera,,anastomosis,,(Linnaeus),1758,,セグロシャチホコ,,,,,,,"Clostera anastomosis (Linnaeus, 1758)",ヤマナラシ属,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,ヤナギ属,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4571,蛾類,3185,Notodontidae,シャチホコガ科,Pygaerinae,ツマアカシャチホコ亜科,,,,,Gonoclostera,,timoniorum,,(Bremer),1861,,クワゴモドキシャチホコ,,,,,,,"Gonoclostera timoniorum (Bremer, 1861)",ヤナギ類,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,ヤマナラシ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4572,蛾類,3187,Notodontidae,シャチホコガ科,Pygaerinae,ツマアカシャチホコ亜科,,,,,Gluphisia,,crenata,,(Esper),[1785],,コフタオビシャチホコ,コフタオビシャチホコ,,,,,,"Gluphisia crenata (Esper, 1785)",ヤマナラシ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4573,蛾類,3072,Notodontidae,シャチホコガ科,Dudusiniae,フサオシャチホコ亜科,,,,,Tarsolepis,,japonica,,Wileman & South,1917,,ギンモンスズメモドキ,,,,,,,"Tarsolepis japonica (Wileman & South, 1917)",カエデ類,ムクロジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4574,蛾類,3071,Notodontidae,シャチホコガ科,Dudusiniae,フサオシャチホコ亜科,,,,,Dudusa,,sphingiformis,,Moore,1872,,フサオシャチホコ,,,,,,,"Dudusa sphingiformis (Moore, 1872)",オニイタヤ,ムクロジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,その他のカエデ類(ムクロジ科)でも飼育できる,
M4575,蛾類,3097,Notodontidae,シャチホコガ科,Periergosinae,オオキシャチホコ亜科,,,,,Chadisra,Stenoshachia,bipartita,,(Matsumura),1925,,ネウスシャチホコ,,,,,,,,台湾では,,野外（国内）,葉,幼虫,,,ウラジロエノキ,アサ科,野外（国内）,葉,幼虫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4576,蛾類,3114,Notodontidae,シャチホコガ科,Periergosinae,オオキシャチホコ亜科,,,,,Ellida,,arcuata,,(Alphéraky),1897,,ユミモンシャチホコ,,,,,,,"Ellida arcuata (Alphéraky, 1897)",ハルニレ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,ケヤキ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4577,蛾類,3115,Notodontidae,シャチホコガ科,Periergosinae,オオキシャチホコ亜科,,,,,Ellida,,branickii,,(Oberthür),1880,,クロテンシャチホコ,,,,,,,"Ellida branickii (Oberthür, 1880)",ミズナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4578,蛾類,3116,Notodontidae,シャチホコガ科,Periergosinae,オオキシャチホコ亜科,,,,,Ellida,,viridimixta,,(Bremer),1861,,シロテンシャチホコ,,,,,,,"Ellida viridimixta (Bremer, 1861)",シナノキ,アオイ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,オオバボダイジュ,アオイ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4579,蛾類,3121,Notodontidae,シャチホコガ科,Periergosinae,オオキシャチホコ亜科,,,,,Hupodonta,,lignea,,Matsumura,1919,,スジモクメシャチホコ,,,,,,,"Hupodonta lignea (Matsumura, 1919)",ハルニレ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,オヒョウ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4580,蛾類,3120,Notodontidae,シャチホコガ科,Periergosinae,オオキシャチホコ亜科,,,,,Hupodonta,,corticalis,,Butler,1877,,カバイロモクメシャチホコ,,,,,,,"Hupodonta corticalis (Butler, 1877)",サクラ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,ズミ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4581,蛾類,3098,Notodontidae,シャチホコガ科,Heterocampinae,トビモンシャチホコ亜科,,,,,Wilemanus,,bidentatus,,(Wileman),1911,,モンクロギンシャチホコ,,,,,,,"Wilemanus bidentatus (Wileman, 1911)",ナシ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,ザイフリボク,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4582,蛾類,3122,Notodontidae,シャチホコガ科,Heterocampinae,トビモンシャチホコ亜科,,,,,Neopheosia,,fasciata,,(Moore),1888,,ヘリスジシャチホコ,,,,,,,"Neopheosia fasciata (Moore, 1888)",サクラ類,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,クリ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,アセビ,ツツジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4583,蛾類,3100,Notodontidae,シャチホコガ科,Heterocampinae,トビモンシャチホコ亜科,,,,,Fentonia,,ocypete,,(Bremer),1861,,ホソバシャチホコ,ホソバシャチホコ,,,,,,"Fentonia ocypete (Bremer, 1861)",ミズナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,カシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4584,蛾類,3183,Notodontidae,シャチホコガ科,Spataliinae,ギンモンシャチホコ亜科,Spataliini,ギンモンシャチホコ族,,,Rosama,,cinnamomea,,Leech,1888,,ギンボシシャチホコ,,,,,,,,ヌスビトハギ,マメ科,野外（国内）,葉,幼虫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4585,蛾類,3184,Notodontidae,シャチホコガ科,Spataliinae,ギンモンシャチホコ亜科,Spataliini,ギンモンシャチホコ族,,,Rosama,,ornata,,(Oberthür),1884,,トビギンボシシャチホコ,,,,,,,"Rosama ornata (Oberthür, 1884)",ヤマハギ,マメ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4586,蛾類,3179,Notodontidae,シャチホコガ科,Spataliinae,ギンモンシャチホコ亜科,Spataliini,ギンモンシャチホコ族,,,Spatalia,,doerriesi,,Graeser,1888,,ウスイロギンモンシャチホコ,,,,,,,"Spatalia doerriesi (Graeser, 1888)",ミズナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4587,蛾類,3178,Notodontidae,シャチホコガ科,Spataliinae,ギンモンシャチホコ亜科,Spataliini,ギンモンシャチホコ族,,,Spatalia,,jezoensis,,Wileman & South,1916,,エゾギンモンシャチホコ,,,,,,,"Spatalia jezoensis (Wileman & South, 1916)",ブナ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,イヌブナ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4588,蛾類,3180,Notodontidae,シャチホコガ科,Spataliinae,ギンモンシャチホコ亜科,Spataliini,ギンモンシャチホコ族,,,Spatalia,,dives,,Oberthür,1884,,ギンモンシャチホコ,ギンモンシャチホコ,,,,,,"Spatalia dives (Oberthür, 1884)",ハルニレ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,ケヤキ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4589,蛾類,3181,Notodontidae,シャチホコガ科,Spataliinae,ギンモンシャチホコ亜科,Ceirini,キシャチホコ族,,,Pterostoma,,gigantinum,,Staudinger,1892,,オオエグリシャチホコ,,,,,,,"Pterostoma gigantinum (Staudinger, 1892)",フジ,マメ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,イヌエンジュ,マメ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,ハリエンジュ,マメ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,エニシダ,マメ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4590,蛾類,3182,Notodontidae,シャチホコガ科,Spataliinae,ギンモンシャチホコ亜科,Ceirini,キシャチホコ族,,,Pterostoma,,griseum,,(Bremer),1861,,チョウセンエグリシャチホコ,チョウセンエグリシャチホコ,,,,,,"Pterostoma griseum (Bremer, 1861)",イヌエンジュ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,チョウセンヤマナラシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4591,蛾類,3131,Notodontidae,シャチホコガ科,Spataliinae,ギンモンシャチホコ亜科,Ceirini,キシャチホコ族,,,Ramesa,,tosta,,Walker,1855,,カバイロシャチホコ,,,,,,,"Ramesa tosta (Walker, 1855)",メヒシバ,イネ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4592,蛾類,3130,Notodontidae,シャチホコガ科,Spataliinae,ギンモンシャチホコ亜科,Ceirini,キシャチホコ族,,,Mimopydna,,pallida,,(Butler),1877,,ウスキシャチホコ,,,,,,,"Mimopydna pallida (Butler, 1877)",ススキ,イネ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4593,蛾類,3128,Notodontidae,シャチホコガ科,Spataliinae,ギンモンシャチホコ亜科,Ceirini,キシャチホコ族,,,Torigea,,plumosa,,(Leech),[1889],,トリゲキシャチホコ,,,,,,,"Torigea plumosa (Leech, 1889)",クマザサ,イネ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4594,蛾類,3129,Notodontidae,シャチホコガ科,Spataliinae,ギンモンシャチホコ亜科,Ceirini,キシャチホコ族,,,Cutuza,,straminea,,(Moore),1877,,キシャチホコ,,,,,,,"Cutuza straminea (Walker, 1865)",メダケ,イネ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,アズマザサ,イネ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M4595,蛾類,3109,Notodontidae,シャチホコガ科,Phelerinae,ツマキシャチホコ亜科,,,,,Phalera,,takasagoensis,,Matsumura,1919,,タカサゴツマキシャチホコ,,,,,,,"Phalera takasagoensis (Matsumura, 1919)",クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
